USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
ghosts      3050  0.0  0.3 809152 15476 ?        SNsl 22:35   0:00 /usr/libexec/tracker-miner-fs-3
ghosts      3054  0.0  0.1 640448  4404 ?        Ssl  22:35   0:00 /usr/libexec/gsd-xsettings
ghosts      3058  0.0  0.0 2662616  452 ?        Sl   22:35   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
ghosts      3073  0.0  0.1 627880  4004 ?        Ssl  22:35   0:00 /usr/libexec/xdg-desktop-portal
ghosts      3078  0.0  0.1 1011600 4476 ?        Ssl  22:35   0:00 /usr/libexec/xdg-desktop-portal-gnome
root        3126  0.0  0.0      0     0 ?        I<   22:35   0:00 [kworker/u516:7-ttm]
root        3127  0.0  0.0      0     0 ?        I<   22:35   0:00 [kworker/u517:3-ttm]
root        3133  0.0  0.0      0     0 ?        I<   22:35   0:00 [kworker/u517:7-ttm]
ghosts      3134  0.0  0.0 267120   284 ?        Sl   22:35   0:00 /usr/libexec/ibus-x11
ghosts      3137  0.0  1.0 3364472 41820 ?       Sl   22:35   0:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
ghosts      3173  0.0  0.1 721200  4000 ?        Sl   22:35   0:00 /usr/libexec/mutter-x11-frames
ghosts      3185  0.0  0.0  39136   320 ?        Ss   22:35   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
ghosts      3207  0.0  0.0 417748   340 ?        Ssl  22:35   0:00 /usr/libexec/xdg-desktop-portal-gtk
ghosts      3240  0.0  0.0 236340  3268 ?        Ssl  22:35   0:00 /usr/libexec/gvfsd-metadata
ghosts      3275  0.0  0.0 429620   100 ?        Sl   22:35   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
ghosts      3315  0.0  0.0  31908   292 ?        S    22:35   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
ghosts      3316  0.0  0.0 458944   120 ?        Sl   22:35   0:00 /usr/bin/gnome-terminal.real --wait
ghosts      3322  0.6  0.9 705604 37968 ?        Ssl  22:35   0:10 /usr/libexec/gnome-terminal-server
ghosts      3329  0.0  0.0  11264   480 pts/0    Ss   22:35   0:00 bash
root        3335  0.0  0.0  19812   692 pts/0    S+   22:35   0:00 sudo su
root        3366  0.0  0.0  19812   524 pts/1    Ss   22:35   0:00 sudo su
root        3367  0.0  0.0  12284   160 pts/1    S    22:35   0:00 su
root        3368  0.0  0.0  10312  2612 pts/1    S+   22:35   0:00 bash
ghosts      3412  0.0  0.0 491704  1960 ?        Sl   22:36   0:00 /usr/bin/update-notifier
root        4059  0.0  0.0      0     0 ?        I    22:43   0:00 [kworker/3:3-cgroup_destroy]
root        4066  0.6  0.0      0     0 ?        I<   22:45   0:06 [kworker/3:1H-kblockd]
root        4213  0.0  0.0      0     0 ?        I<   22:48   0:00 [kworker/2:1H]
root        5320  0.0  0.0      0     0 ?        I    22:49   0:00 [kworker/2:2-cgroup_destroy]
root        5359  0.0  0.0      0     0 ?        I    22:53   0:00 [kworker/0:0]
ghosts      5376  0.0  0.0  11264   508 pts/2    Ss   22:55   0:00 bash
root        5383  0.0  0.0  19812   612 pts/2    S+   22:55   0:00 sudo su -
root        5384  0.0  0.0  19812   308 pts/3    Ss   22:55   0:00 sudo su -
root        5385  0.0  0.0  12312   224 pts/3    S    22:55   0:00 su -
root        5386  0.0  0.0  11380  3516 pts/3    S    22:55   0:00 -bash
root        5401  0.0  0.0      0     0 ?        I    22:55   0:00 [kworker/u514:0-kvfree_rcu_reclaim]
root        5402  0.0  0.0      0     0 ?        I    22:55   0:00 [kworker/u513:2-events_power_efficient]
root        5403  1.2  0.0      0     0 ?        I<   22:55   0:05 [kworker/2:0H-kblockd]
root        5453 16.2  0.0 614852  3552 ?        Ssl  22:55   1:07 vmhgfs-fuse .host:/ /mnt/hgfs/cases -o subtype=vmhgfs-fuse,allow_other
root        5464  0.9  0.0      0     0 ?        I<   22:56   0:03 [kworker/0:1H-kblockd]
root        5465  0.2  0.0      0     0 ?        I<   22:56   0:01 [kworker/1:0H-kblockd]
root        5482  0.0  0.0      0     0 ?        I    23:00   0:00 [kworker/2:0-events]
root        5496  0.0  0.0      0     0 ?        I    23:00   0:00 [kworker/u514:1-flush-8:0]
root        5499 38.6  0.0   9940  3772 pts/1    R    23:00   0:39 mem-target-1 -c          echo "Process $0 running..."         while true; do             # Simple, non-terminating CPU usage             echo "Sleeping for 1s, then computing."             sleep 1             i=0             while [ $i -lt 100000 ]; do                 i=$((i+1))                 j=$((i*i))             done         done     
root        5500 37.5  0.0   9940  3620 pts/1    S    23:00   0:38 mem-target-2 -c          echo "Process $0 running..."         while true; do             # Simple, non-terminating CPU usage             echo "Sleeping for 1s, then computing."             sleep 1             i=0             while [ $i -lt 100000 ]; do                 i=$((i+1))                 j=$((i*i))             done         done     
root        5501 37.4  0.0   9940  3768 pts/1    S    23:00   0:38 mem-target-3 -c          echo "Process $0 running..."         while true; do             # Simple, non-terminating CPU usage             echo "Sleeping for 1s, then computing."             sleep 1             i=0             while [ $i -lt 100000 ]; do                 i=$((i+1))                 j=$((i*i))             done         done     
root        5502 37.7  0.0   9940  3796 pts/1    R    23:00   0:38 mem-target-4 -c          echo "Process $0 running..."         while true; do             # Simple, non-terminating CPU usage             echo "Sleeping for 1s, then computing."             sleep 1             i=0             while [ $i -lt 100000 ]; do                 i=$((i+1))                 j=$((i*i))             done         done     
root        5503 37.6  0.0   9940  3784 pts/1    S    23:00   0:38 mem-target-5 -c          echo "Process $0 running..."         while true; do             # Simple, non-terminating CPU usage             echo "Sleeping for 1s, then computing."             sleep 1             i=0             while [ $i -lt 100000 ]; do                 i=$((i+1))                 j=$((i*i))             done         done     
root        5560 14.2  0.0   7192  2452 pts/3    S+   23:01   0:12 ./avml /mnt/hgfs/cases/Casework/Development/linmemparser/TESTDATA/example-6.14.0-24-generic.lime
ghosts      5597  0.0  0.4  31908 19096 ?        S    23:01   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
ghosts      5598  0.1  0.7 458904 28772 ?        Sl   23:01   0:00 /usr/bin/gnome-terminal.real --wait
ghosts      5604  0.0  0.1  11396  5284 pts/4    Ss   23:01   0:00 bash
root        5641  0.0  0.0      0     0 ?        I    23:01   0:00 [kworker/u513:1]
root        5860  0.0  0.0      0     0 ?        I    23:02   0:00 [kworker/u514:2-events_power_efficient]
root        5878  0.4  0.1  19808  7568 pts/4    S+   23:02   0:00 sudo ps auxww
root        5882  0.0  0.0   8288  1952 pts/1    S    23:02   0:00 sleep 1
root        5883  0.0  0.0   8288  1952 pts/1    S    23:02   0:00 sleep 1
root        5884  0.0  0.0   8288  1952 pts/1    S    23:02   0:00 sleep 1
root        5885  0.0  0.0  19808  2680 pts/5    Ss   23:02   0:00 sudo ps auxww
root        5886  200  0.1  13748  4684 pts/5    R+   23:02   0:00 ps auxww
